PSNR:
Method             ,licenseplate_motion.jpg ,squirrel_cls.jpg    ,aero1.jpg           ,apple.jpg            ,baboon.jpg
affine_transform   ,28.520479439303625      ,25.335501869739893  ,24.28772251824935   ,29.24196790377541    ,24.148655005726773
benchmark          ,31.489979727711884      ,25.2208403052164    ,25.941950094855034  ,31.65423827992898    ,24.596580262767517
bicubic            ,31.273948373459834      ,24.71864702952651   ,25.464511063404135  ,31.158774223587745   ,23.754679897693734
lanczos            ,31.2291658407981        ,24.676418647147575  ,25.428382659870255  ,30.993537082088736   ,23.58039095790637
linear             ,31.489979727711884      ,25.2208403052164    ,25.941950094855034  ,31.65423827992898    ,24.596580262767517
proposed_algorithm ,28.7135556666259        ,24.486098577044622  ,24.916692302074125  ,30.064960450171398   ,22.85408037867979

NAE:
Method             ,licenseplate_motion.jpg ,squirrel_cls.jpg    ,aero1.jpg           ,apple.jpg            ,baboon.jpg
affine_transform   ,0.020415663189503577    ,0.0729275431536206  ,0.07233618997316685 ,0.03917719776053914  ,0.10219901058270994
benchmark          ,0.025437473509448784    ,0.08259362949655281 ,0.06716349642439408 ,0.037390706800145036 ,0.10557126887687596
bicubic            ,0.02593276244583907     ,0.08746589107773214 ,0.07175411711420489 ,0.04121678331388029  ,0.11687483284634861
lanczos            ,0.026177668695677343    ,0.08821805769574244 ,0.07211443553275115 ,0.04288369986781349  ,0.11973598875639448
linear             ,0.025437473509448784    ,0.08259362949655281 ,0.06716349642439408 ,0.037390706800145036 ,0.10557126887687596
proposed_algorithm ,0.02655042236059778     ,0.08704032961063136 ,0.07318096156110265 ,0.043744075327186875 ,0.12525387138516214

CC:
Method             ,licenseplate_motion.jpg ,squirrel_cls.jpg    ,aero1.jpg           ,apple.jpg            ,baboon.jpg
affine_transform   ,0.9922975916740193      ,0.9835226964415427  ,0.9812625003438744  ,0.9911079377847544   ,0.9755944871036663
benchmark          ,0.9960922564402149      ,0.9830123390768633  ,0.987138772645066   ,0.9948802356180353   ,0.9776824716645608
bicubic            ,0.9958944762338564      ,0.9809800090807171  ,0.9856788955059189  ,0.9942689518011695   ,0.9731535529702631
lanczos            ,0.9958504558708221      ,0.9807866702765035  ,0.985551607906889   ,0.9940459912052756   ,0.9720766659565148
linear             ,0.9960922564402149      ,0.9830123390768633  ,0.987138772645066   ,0.9948802356180353   ,0.9776824716645608
proposed_algorithm ,0.992615984317869       ,0.979958769327081   ,0.9837784538114152  ,0.9926497102693673   ,0.9670690516878827

LMSE:
Method             ,licenseplate_motion.jpg ,squirrel_cls.jpg    ,aero1.jpg           ,apple.jpg            ,baboon.jpg
affine_transform   ,625.4512131927087       ,1473.1201311538648  ,1456.7396913079954  ,750.4788778485155    ,3571.8890619554777
benchmark          ,317.2294587880266       ,913.8597328704374   ,769.276724395342    ,423.1173724383548    ,2460.1841962107624
bicubic            ,338.33574650978477      ,1119.326158445441   ,901.4440042514468   ,489.30008542359053   ,3014.561045992741
lanczos            ,346.344031960617        ,1177.8421717537008  ,946.8935823060189   ,513.7552380385723    ,3168.338997781537
