PSNR:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,28.520479439303625,25.335501869739893,24.28772251824935,29.24196790377541,24.148655005726773,17.228166952527463
benchmark,31.489979727711884,25.2208403052164,25.941950094855034,31.65423827992898,24.596580262767517,18.088397924458747
bicubic,31.273948373459834,24.71864702952651,25.464511063404135,31.158774223587745,23.754679897693734,17.23459946514219
lanczos,31.2291658407981,24.676418647147575,25.428382659870255,30.993537082088736,23.58039095790637,17.104811195079055
linear,31.489979727711884,25.2208403052164,25.941950094855034,31.65423827992898,24.596580262767517,18.088397924458747
proposed_algorithm,28.71376374257631,24.486098577044622,24.916692302074125,30.064960450171398,22.85408037867979,17.00905360265445

NAE:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,0.020415663189503577,0.0729275431536206,0.07233618997316685,0.03917719776053914,0.10219901058270994,0.3026534587137947
benchmark,0.025437473509448784,0.08259362949655281,0.06716349642439408,0.037390706800145036,0.10557126887687596,0.2796816568193397
bicubic,0.02593276244583907,0.08746589107773214,0.07175411711420489,0.04121678331388029,0.11687483284634861,0.3075270927125614
lanczos,0.026177668695677343,0.08821805769574244,0.07211443553275115,0.04288369986781349,0.11973598875639448,0.3122264384755185
linear,0.025437473509448784,0.08259362949655281,0.06716349642439408,0.037390706800145036,0.10557126887687596,0.2796816568193397
proposed_algorithm,0.026538511110745407,0.08704032961063136,0.07318096156110265,0.043744075327186875,0.12525387138516214,0.31132337669865023

CC:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,0.9922975916740193,0.9835226964415427,0.9812625003438744,0.9911079377847544,0.9755944871036663,0.8572721381974282
benchmark,0.9960922564402149,0.9830123390768633,0.987138772645066,0.9948802356180353,0.9776824716645608,0.8792541499779181
bicubic,0.9958944762338564,0.9809800090807171,0.9856788955059189,0.9942689518011695,0.9731535529702631,0.8566417138158666
lanczos,0.9958504558708221,0.9807866702765035,0.985551607906889,0.9940459912052756,0.9720766659565148,0.8525472450562421
linear,0.9960922564402149,0.9830123390768633,0.987138772645066,0.9948802356180353,0.9776824716645608,0.8792541499779181
proposed_algorithm,0.9926160999648056,0.979958769327081,0.9837784538114152,0.9926497102693673,0.9670690516878827,0.8496962217093866

LMSE:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,625.4512131927087,1473.1201311538648,1456.7396913079954,750.4788778485155,3571.8890619554777,11100.057424746548
benchmark,317.2294587880266,913.8597328704374,769.276724395342,423.1173724383548,2460.1841962107624,6682.741411793144
bicubic,338.33574650978477,1119.326158445441,901.4440042514468,489.30008542359053,3014.561045992741,8494.935963471684
lanczos,346.344031960617,1177.8421717537008,946.8935823060189,513.7552380385723,3168.338997781537,9095.696984885324
linear,317.2294587880266,913.8597328704374,769.276724395342,423.1173724383548,2460.1841962107624,6682.741411793144
proposed_algorithm,636.8175200420654,1645.8868098751145,1632.142179968434,820.3747120672509,4637.995386701119,11629.880826188344

MSE:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,91.41814759495215,190.34004773614927,242.27472486456512,77.42542010556826,250.1582673885881,1231.0159091555404
benchmark,46.14050973907212,195.4322942282656,165.53329174309317,44.42797643838877,225.6432438864759,1009.8120956504429
bicubic,48.49372256599403,219.3894088432422,184.7690621934053,49.79697234995623,273.9128275633452,1229.193950930626
lanczos,48.99635546851186,221.53303437967116,186.31254354533692,51.72811498610273,285.1289173728633,1266.4826405181361
linear,46.14050973907212,195.4322942282656,165.53329174309317,44.42797643838877,225.6432438864759,1009.8120956504429
proposed_algorithm,87.4387592970798,231.4570977385602,209.60958139601019,64.05961376637285,337.0329199568207,1294.7174476389541

RE:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,0.020415663189503577,0.0729275431536206,0.07233618997316685,0.03917719776053914,0.10219901058270994,0.3026534587137947
benchmark,0.025437473509448784,0.08259362949655281,0.06716349642439408,0.037390706800145036,0.10557126887687596,0.2796816568193397
bicubic,0.02593276244583907,0.08746589107773214,0.07175411711420489,0.04121678331388029,0.11687483284634861,0.3075270927125614
lanczos,0.026177668695677343,0.08821805769574244,0.07211443553275115,0.04288369986781349,0.11973598875639448,0.3122264384755185
linear,0.025437473509448784,0.08259362949655281,0.06716349642439408,0.037390706800145036,0.10557126887687596,0.2796816568193397
proposed_algorithm,0.026538511110745407,0.08704032961063136,0.07318096156110265,0.043744075327186875,0.12525387138516214,0.31132337669865023

SSIM:
Method,licenseplate_motion.jpg,squirrel_cls.jpg,aero1.jpg,apple.jpg,baboon.jpg,board.jpg
affine_transform,0.9721769221084838,0.8745385884856666,0.820355183400988,0.8835631979700717,0.8345390255100331,0.6222793378458917
benchmark,0.9688914590617551,0.8564921097967825,0.8308971091204311,0.8803298677506998,0.8127046499897088,0.631086625335104
bicubic,0.9673687283806494,0.8462124609490673,0.8175234777236386,0.8638194369020615,0.7979896313428957,0.6110548781564434
lanczos,0.9670224865905842,0.8440868136880217,0.815932570612908,0.8567487366085902,0.7921530536954782,0.6048535245575053
linear,0.9688914590617551,0.8564921097967825,0.8308971091204311,0.8803298677506998,0.8127046499897088,0.631086625335104
proposed_algorithm,0.963343414880861,0.8380258191193383,0.8062200745785817,0.841644151599021,0.7619190051799085,0.6032535826951868

